[679, 512]
[ordered-list, [74.0, 49.0, 395.0, 18.0], Y1XTxkxQH8, 6495590]
[ordered-list, [5152.0, 25447.0, 45514.0, 18.0], shoonya_11sLRM8R683713, 6495590]
[ordered-list, [5152.0, 25465.0, 45514.0, 18.0], shoonya_11sLRM8R683713, 6495590]
[ordered-list, [5152.0, 25483.0, 45514.0, 18.0], shoonya_11sLRM8R683713, 6495590]
[ordered-list, [5152.0, 25501.0, 45514.0, 18.0], shoonya_11sLRM8R683713, 6495590]
[ordered-list, [5152.0, 25519.0, 45514.0, 18.0], shoonya_11sLRM8R683713, 6495590]
[ordered-list, [5152.0, 25537.0, 45514.0, 18.0], shoonya_11sLRM8R683713, 6495590]
[ordered-list, [5152.0, 25555.0, 45514.0, 18.0], shoonya_11sLRM8R683713, 6495590]
[ordered-list, [5152.0, 25573.0, 45514.0, 18.0], shoonya_11sLRM8R683713, 6495590]
[ordered-list, [5152.0, 25591.0, 45514.0, 18.0], shoonya_11sLRM8R683713, 6495590]
[ordered-list, [5152.0, 25609.0, 45514.0, 18.0], shoonya_11sLRM8R683713, 6495590]
[ordered-list, [5152.0, 25627.0, 45514.0, 18.0], shoonya_11sLRM8R683713, 6495590]
[ordered-list, [5152.0, 25645.0, 45514.0, 18.0], shoonya_11sLRM8R683713, 6495590]
[ordered-list, [5152.0, 25663.0, 45514.0, 18.0], shoonya_11sLRM8R683713, 6495590]
[ordered-list, [5152.0, 25681.0, 45514.0, 18.0], shoonya_11sLRM8R683713, 6495590]
[ordered-list, [5152.0, 25699.0, 45514.0, 18.0], shoonya_11sLRM8R683713, 6495590]
[ordered-list, [5152.0, 25717.0, 45514.0, 18.0], shoonya_11sLRM8R683713, 6495590]
[ordered-list, [5152.0, 25735.0, 45514.0, 18.0], shoonya_11sLRM8R683713, 6495590]
[ordered-list, [5152.0, 25753.0, 45514.0, 18.0], shoonya_11sLRM8R683713, 6495590]
[ordered-list, [5152.0, 25771.0, 45514.0, 18.0], shoonya_11sLRM8R683713, 6495590]
[ordered-list, [5152.0, 25789.0, 45514.0, 18.0], shoonya_11sLRM8R683713, 6495590]
[ordered-list, [5152.0, 25807.0, 45514.0, 18.0], shoonya_11sLRM8R683713, 6495590]
[ordered-list, [5152.0, 25825.0, 45514.0, 18.0], shoonya_11sLRM8R683713, 6495590]
[ordered-list, [5152.0, 25843.0, 45514.0, 18.0], shoonya_11sLRM8R683713, 6495590]
[ordered-list, [5152.0, 25861.0, 45514.0, 18.0], shoonya_11sLRM8R683713, 6495590]
[ordered-list, [5152.0, 25879.0, 45514.0, 18.0], shoonya_11sLRM8R683713, 6495590]
[ordered-list, [5152.0, 25897.0, 45514.0, 18.0], shoonya_11sLRM8R683713, 6495590]
[ordered-list, [5152.0, 25915.0, 45514.0, 18.0], shoonya_11sLRM8R683713, 6495590]
[ordered-list, [5152.0, 25933.0, 45514.0, 18.0], shoonya_11sLRM8R683713, 6495590]
[ordered-list, [5152.0, 25951.0, 45514.0, 18.0], shoonya_11sLRM8R683713, 6495590]
[ordered-list, [5152.0, 25969.0, 45514.0, 18.0], shoonya_11sLRM8R683713, 6495590]
[ordered-list, [5152.0, 25987.0, 45514.0, 18.0], shoonya_11sLRM8R683713, 6495590]
[ordered-list, [5152.0, 26005.0, 45514.0, 18.0], shoonya_11sLRM8R683713, 6495590]
[ordered-list, [5152.0, 26023.0, 45514.0, 18.0], shoonya_11sLRM8R683713, 6495590]
[ordered-list, [5152.0, 26041.0, 45514.0, 18.0], shoonya_11sLRM8R683713, 6495590]
[ordered-list, [5152.0, 26059.0, 45514.0, 18.0], shoonya_11sLRM8R683713, 6495590]
[ordered-list, [5152.0, 26077.0, 45514.0, 18.0], shoonya_11sLRM8R683713, 6495590]
[ordered-list, [5152.0, 26095.0, 45514.0, 18.0], shoonya_11sLRM8R683713, 6495590]
[ordered-list, [5152.0, 26113.0, 45514.0, 18.0], shoonya_11sLRM8R683713, 6495590]
[ordered-list, [5152.0, 26131.0, 45514.0, 18.0], shoonya_11sLRM8R683713, 6495590]
[ordered-list, [5152.0, 26149.0, 45514.0, 18.0], shoonya_11sLRM8R683713, 6495590]
[ordered-list, [5152.0, 26167.0, 45514.0, 18.0], shoonya_11sLRM8R683713, 6495590]
[ordered-list, [5152.0, 26185.0, 45514.0, 18.0], shoonya_11sLRM8R683713, 6495590]
[ordered-list, [5152.0, 26203.0, 45514.0, 18.0], shoonya_11sLRM8R683713, 6495590]
[ordered-list, [5152.0, 26221.0, 45514.0, 18.0], shoonya_11sLRM8R683713, 6495590]
[ordered-list, [5152.0, 26239.0, 45514.0, 18.0], shoonya_11sLRM8R683713, 6495590]
[ordered-list, [5152.0, 26257.0, 45514.0, 18.0], shoonya_11sLRM8R683713, 6495590]
[ordered-list, [5152.0, 26275.0, 45514.0, 18.0], shoonya_11sLRM8R683713, 6495590]
[ordered-list, [5152.0, 26293.0, 45514.0, 18.0], shoonya_11sLRM8R683713, 6495590]
[ordered-list, [5152.0, 26311.0, 45514.0, 18.0], shoonya_11sLRM8R683713, 6495590]
[ordered-list, [5152.0, 26329.0, 45514.0, 18.0], shoonya_11sLRM8R683713, 6495590]
[ordered-list, [5152.0, 26347.0, 45514.0, 18.0], shoonya_11sLRM8R683713, 6495590]
[ordered-list, [5152.0, 26365.0, 45514.0, 18.0], shoonya_11sLRM8R683713, 6495590]
[ordered-list, [5152.0, 26383.0, 45514.0, 18.0], shoonya_11sLRM8R683713, 6495590]
[ordered-list, [5152.0, 26401.0, 45514.0, 18.0], shoonya_11sLRM8R683713, 6495590]
[ordered-list, [5152.0, 26419.0, 45514.0, 18.0], shoonya_11sLRM8R683713, 6495590]
[ordered-list, [5152.0, 26437.0, 45514.0, 18.0], shoonya_11sLRM8R683713, 6495590]
[ordered-list, [5152.0, 26455.0, 45514.0, 18.0], shoonya_11sLRM8R683713, 6495590]
[ordered-list, [5152.0, 26473.0, 45514.0, 18.0], shoonya_11sLRM8R683713, 6495590]
[ordered-list, [5152.0, 26491.0, 45514.0, 18.0], shoonya_11sLRM8R683713, 6495590]
[ordered-list, [5152.0, 26509.0, 45514.0, 18.0], shoonya_11sLRM8R683713, 6495590]
[ordered-list, [5513.0, 31677.0, 45576.0, 18.0], shoonya_7sSQK2EB0UH0L6, 6495590]
[ordered-list, [5513.0, 31695.0, 45576.0, 18.0], shoonya_7sSQK2EB0UH0L6, 6495590]
[ordered-list, [5513.0, 31713.0, 45576.0, 18.0], shoonya_7sSQK2EB0UH0L6, 6495590]
[ordered-list, [5513.0, 31731.0, 45576.0, 18.0], shoonya_7sSQK2EB0UH0L6, 6495590]
[ordered-list, [5513.0, 31749.0, 45576.0, 18.0], shoonya_7sSQK2EB0UH0L6, 6495590]
[ordered-list, [5513.0, 31767.0, 45576.0, 18.0], shoonya_7sSQK2EB0UH0L6, 6495590]
[ordered-list, [5513.0, 31785.0, 45576.0, 18.0], shoonya_7sSQK2EB0UH0L6, 6495590]
[ordered-list, [5513.0, 31803.0, 45576.0, 18.0], shoonya_7sSQK2EB0UH0L6, 6495590]
[ordered-list, [5513.0, 31821.0, 45576.0, 18.0], shoonya_7sSQK2EB0UH0L6, 6495590]
[ordered-list, [5513.0, 31839.0, 45576.0, 18.0], shoonya_7sSQK2EB0UH0L6, 6495590]
[ordered-list, [5513.0, 31857.0, 45576.0, 18.0], shoonya_7sSQK2EB0UH0L6, 6495590]
[ordered-list, [5513.0, 31875.0, 45576.0, 18.0], shoonya_7sSQK2EB0UH0L6, 6495590]
[ordered-list, [5513.0, 31893.0, 45576.0, 18.0], shoonya_7sSQK2EB0UH0L6, 6495590]
[ordered-list, [5513.0, 31911.0, 45576.0, 18.0], shoonya_7sSQK2EB0UH0L6, 6495590]
[ordered-list, [5513.0, 31929.0, 45576.0, 18.0], shoonya_7sSQK2EB0UH0L6, 6495590]
[ordered-list, [5513.0, 31947.0, 45576.0, 18.0], shoonya_7sSQK2EB0UH0L6, 6495590]
[ordered-list, [5513.0, 31965.0, 45576.0, 18.0], shoonya_7sSQK2EB0UH0L6, 6495590]
[ordered-list, [5513.0, 31983.0, 45576.0, 18.0], shoonya_7sSQK2EB0UH0L6, 6495590]
[ordered-list, [5513.0, 32001.0, 45576.0, 18.0], shoonya_7sSQK2EB0UH0L6, 6495590]
[ordered-list, [5513.0, 32019.0, 45576.0, 18.0], shoonya_7sSQK2EB0UH0L6, 6495590]
[ordered-list, [5513.0, 32037.0, 45576.0, 18.0], shoonya_7sSQK2EB0UH0L6, 6495590]
[ordered-list, [5513.0, 32055.0, 45576.0, 18.0], shoonya_7sSQK2EB0UH0L6, 6495590]
[ordered-list, [5513.0, 32073.0, 45576.0, 18.0], shoonya_7sSQK2EB0UH0L6, 6495590]
[ordered-list, [5513.0, 32091.0, 45576.0, 18.0], shoonya_7sSQK2EB0UH0L6, 6495590]
[ordered-list, [5513.0, 32109.0, 45576.0, 18.0], shoonya_7sSQK2EB0UH0L6, 6495590]
[ordered-list, [5513.0, 32127.0, 45576.0, 18.0], shoonya_7sSQK2EB0UH0L6, 6495590]
[ordered-list, [5513.0, 32145.0, 45576.0, 18.0], shoonya_7sSQK2EB0UH0L6, 6495590]
[ordered-list, [5513.0, 32163.0, 45576.0, 18.0], shoonya_7sSQK2EB0UH0L6, 6495590]
[ordered-list, [5513.0, 32181.0, 45576.0, 18.0], shoonya_7sSQK2EB0UH0L6, 6495590]
[ordered-list, [5513.0, 32199.0, 45576.0, 18.0], shoonya_7sSQK2EB0UH0L6, 6495590]
[ordered-list, [5513.0, 32217.0, 45576.0, 18.0], shoonya_7sSQK2EB0UH0L6, 6495590]
[ordered-list, [5513.0, 32235.0, 45576.0, 18.0], shoonya_7sSQK2EB0UH0L6, 6495590]
[ordered-list, [5513.0, 32253.0, 45576.0, 18.0], shoonya_7sSQK2EB0UH0L6, 6495590]
[ordered-list, [5513.0, 32271.0, 45576.0, 18.0], shoonya_7sSQK2EB0UH0L6, 6495590]
[ordered-list, [5513.0, 32289.0, 45576.0, 18.0], shoonya_7sSQK2EB0UH0L6, 6495590]
[ordered-list, [5513.0, 32307.0, 45576.0, 18.0], shoonya_7sSQK2EB0UH0L6, 6495590]
[ordered-list, [5513.0, 32325.0, 45576.0, 18.0], shoonya_7sSQK2EB0UH0L6, 6495590]
[ordered-list, [5513.0, 32343.0, 45576.0, 18.0], shoonya_7sSQK2EB0UH0L6, 6495590]
[ordered-list, [5513.0, 32361.0, 45576.0, 18.0], shoonya_7sSQK2EB0UH0L6, 6495590]
[ordered-list, [5513.0, 32379.0, 45576.0, 18.0], shoonya_7sSQK2EB0UH0L6, 6495590]
[ordered-list, [5513.0, 32397.0, 45576.0, 18.0], shoonya_7sSQK2EB0UH0L6, 6495590]
[ordered-list, [5513.0, 32415.0, 45576.0, 18.0], shoonya_7sSQK2EB0UH0L6, 6495590]
[ordered-list, [5513.0, 32433.0, 45576.0, 18.0], shoonya_7sSQK2EB0UH0L6, 6495590]
[ordered-list, [5513.0, 32451.0, 45576.0, 18.0], shoonya_7sSQK2EB0UH0L6, 6495590]
[ordered-list, [5513.0, 32469.0, 45576.0, 18.0], shoonya_7sSQK2EB0UH0L6, 6495590]
[ordered-list, [5513.0, 32487.0, 45576.0, 18.0], shoonya_7sSQK2EB0UH0L6, 6495590]
[ordered-list, [5513.0, 32505.0, 45576.0, 18.0], shoonya_7sSQK2EB0UH0L6, 6495590]
[ordered-list, [5513.0, 32523.0, 45576.0, 18.0], shoonya_7sSQK2EB0UH0L6, 6495590]
[ordered-list, [5513.0, 32541.0, 45576.0, 18.0], shoonya_7sSQK2EB0UH0L6, 6495590]
[ordered-list, [5513.0, 32559.0, 45576.0, 18.0], shoonya_7sSQK2EB0UH0L6, 6495590]
[ordered-list, [5513.0, 32577.0, 45576.0, 18.0], shoonya_7sSQK2EB0UH0L6, 6495590]
[ordered-list, [5513.0, 32595.0, 45576.0, 18.0], shoonya_7sSQK2EB0UH0L6, 6495590]
[ordered-list, [5513.0, 32613.0, 45576.0, 18.0], shoonya_7sSQK2EB0UH0L6, 6495590]
[ordered-list, [5513.0, 32631.0, 45576.0, 18.0], shoonya_7sSQK2EB0UH0L6, 6495590]
[ordered-list, [5513.0, 32649.0, 45576.0, 18.0], shoonya_7sSQK2EB0UH0L6, 6495590]
[ordered-list, [5513.0, 32667.0, 45576.0, 18.0], shoonya_7sSQK2EB0UH0L6, 6495590]
[ordered-list, [5513.0, 32685.0, 45576.0, 18.0], shoonya_7sSQK2EB0UH0L6, 6495590]
[ordered-list, [5513.0, 32703.0, 45576.0, 18.0], shoonya_7sSQK2EB0UH0L6, 6495590]
[ordered-list, [5513.0, 32721.0, 45576.0, 18.0], shoonya_7sSQK2EB0UH0L6, 6495590]
[ordered-list, [5513.0, 32739.0, 45576.0, 18.0], shoonya_7sSQK2EB0UH0L6, 6495590]
[ordered-list, [5513.0, 32757.0, 45576.0, 18.0], shoonya_7sSQK2EB0UH0L6, 6495590]
[ordered-list, [5513.0, 32775.0, 45576.0, 18.0], shoonya_7sSQK2EB0UH0L6, 6495590]
[ordered-list, [5513.0, 32793.0, 45576.0, 18.0], shoonya_7sSQK2EB0UH0L6, 6495590]
[ordered-list, [5513.0, 32811.0, 45576.0, 18.0], shoonya_7sSQK2EB0UH0L6, 6495590]
[paragraph, [5649.0, 31811.0, 45611.0, 18.0], shoonya_13sOVHR7A1415R, 6495590]
[paragraph, [5649.0, 31829.0, 45611.0, 18.0], shoonya_13sOVHR7A1415R, 6495590]
[paragraph, [5649.0, 31847.0, 45611.0, 18.0], shoonya_13sOVHR7A1415R, 6495590]
[paragraph, [5649.0, 31865.0, 45611.0, 18.0], shoonya_13sOVHR7A1415R, 6495590]
[paragraph, [5649.0, 31883.0, 45611.0, 18.0], shoonya_13sOVHR7A1415R, 6495590]
[paragraph, [5649.0, 31901.0, 45611.0, 18.0], shoonya_13sOVHR7A1415R, 6495590]
[paragraph, [5649.0, 31919.0, 45611.0, 18.0], shoonya_13sOVHR7A1415R, 6495590]
[paragraph, [5649.0, 31937.0, 45611.0, 18.0], shoonya_13sOVHR7A1415R, 6495590]
[paragraph, [5649.0, 31955.0, 45611.0, 18.0], shoonya_13sOVHR7A1415R, 6495590]
[paragraph, [5649.0, 31973.0, 45611.0, 18.0], shoonya_13sOVHR7A1415R, 6495590]
[paragraph, [5649.0, 31991.0, 45611.0, 18.0], shoonya_13sOVHR7A1415R, 6495590]
[paragraph, [5649.0, 32009.0, 45611.0, 18.0], shoonya_13sOVHR7A1415R, 6495590]
[paragraph, [5649.0, 32027.0, 45611.0, 18.0], shoonya_13sOVHR7A1415R, 6495590]
[paragraph, [5649.0, 32045.0, 45611.0, 18.0], shoonya_13sOVHR7A1415R, 6495590]
[paragraph, [5649.0, 32063.0, 45611.0, 18.0], shoonya_13sOVHR7A1415R, 6495590]
[paragraph, [5649.0, 32081.0, 45611.0, 18.0], shoonya_13sOVHR7A1415R, 6495590]
[paragraph, [5649.0, 32099.0, 45611.0, 18.0], shoonya_13sOVHR7A1415R, 6495590]
[paragraph, [5649.0, 32117.0, 45611.0, 18.0], shoonya_13sOVHR7A1415R, 6495590]
[paragraph, [5649.0, 32135.0, 45611.0, 18.0], shoonya_13sOVHR7A1415R, 6495590]
[paragraph, [5649.0, 32153.0, 45611.0, 18.0], shoonya_13sOVHR7A1415R, 6495590]
[paragraph, [5649.0, 32171.0, 45611.0, 18.0], shoonya_13sOVHR7A1415R, 6495590]
[paragraph, [5649.0, 32189.0, 45611.0, 18.0], shoonya_13sOVHR7A1415R, 6495590]
[paragraph, [5649.0, 32207.0, 45611.0, 18.0], shoonya_13sOVHR7A1415R, 6495590]
[paragraph, [5649.0, 32225.0, 45611.0, 18.0], shoonya_13sOVHR7A1415R, 6495590]
[paragraph, [5649.0, 32243.0, 45611.0, 18.0], shoonya_13sOVHR7A1415R, 6495590]
[paragraph, [5649.0, 32261.0, 45611.0, 18.0], shoonya_13sOVHR7A1415R, 6495590]
[paragraph, [5649.0, 32279.0, 45611.0, 18.0], shoonya_13sOVHR7A1415R, 6495590]
[paragraph, [5649.0, 32297.0, 45611.0, 18.0], shoonya_13sOVHR7A1415R, 6495590]
[paragraph, [5649.0, 32315.0, 45611.0, 18.0], shoonya_13sOVHR7A1415R, 6495590]
[paragraph, [5649.0, 32333.0, 45611.0, 18.0], shoonya_13sOVHR7A1415R, 6495590]
[paragraph, [5649.0, 32351.0, 45611.0, 18.0], shoonya_13sOVHR7A1415R, 6495590]
[paragraph, [5649.0, 32369.0, 45611.0, 18.0], shoonya_13sOVHR7A1415R, 6495590]
[paragraph, [5649.0, 32387.0, 45611.0, 18.0], shoonya_13sOVHR7A1415R, 6495590]
[paragraph, [5649.0, 32405.0, 45611.0, 18.0], shoonya_13sOVHR7A1415R, 6495590]
[paragraph, [5649.0, 32423.0, 45611.0, 18.0], shoonya_13sOVHR7A1415R, 6495590]
[paragraph, [5649.0, 32441.0, 45611.0, 18.0], shoonya_13sOVHR7A1415R, 6495590]
[paragraph, [5649.0, 32459.0, 45611.0, 18.0], shoonya_13sOVHR7A1415R, 6495590]
[paragraph, [5649.0, 32477.0, 45611.0, 18.0], shoonya_13sOVHR7A1415R, 6495590]
[paragraph, [5649.0, 32495.0, 45611.0, 18.0], shoonya_13sOVHR7A1415R, 6495590]
[paragraph, [5649.0, 32513.0, 45611.0, 18.0], shoonya_13sOVHR7A1415R, 6495590]
[paragraph, [5649.0, 32531.0, 45611.0, 18.0], shoonya_13sOVHR7A1415R, 6495590]
[paragraph, [5649.0, 32549.0, 45611.0, 18.0], shoonya_13sOVHR7A1415R, 6495590]
[paragraph, [5649.0, 32567.0, 45611.0, 18.0], shoonya_13sOVHR7A1415R, 6495590]
[paragraph, [5649.0, 32585.0, 45611.0, 18.0], shoonya_13sOVHR7A1415R, 6495590]
[paragraph, [5649.0, 32603.0, 45611.0, 18.0], shoonya_13sOVHR7A1415R, 6495590]
[paragraph, [5649.0, 32621.0, 45611.0, 18.0], shoonya_13sOVHR7A1415R, 6495590]
[paragraph, [5649.0, 32639.0, 45611.0, 18.0], shoonya_13sOVHR7A1415R, 6495590]
[paragraph, [5649.0, 32657.0, 45611.0, 18.0], shoonya_13sOVHR7A1415R, 6495590]
[paragraph, [5649.0, 32675.0, 45611.0, 18.0], shoonya_13sOVHR7A1415R, 6495590]
[paragraph, [5649.0, 32693.0, 45611.0, 18.0], shoonya_13sOVHR7A1415R, 6495590]
[paragraph, [5649.0, 32711.0, 45611.0, 18.0], shoonya_13sOVHR7A1415R, 6495590]
[paragraph, [5649.0, 32729.0, 45611.0, 18.0], shoonya_13sOVHR7A1415R, 6495590]
[paragraph, [5649.0, 32747.0, 45611.0, 18.0], shoonya_13sOVHR7A1415R, 6495590]
[paragraph, [5649.0, 32765.0, 45611.0, 18.0], shoonya_13sOVHR7A1415R, 6495590]
[paragraph, [5649.0, 32783.0, 45611.0, 18.0], shoonya_13sOVHR7A1415R, 6495590]
[paragraph, [5649.0, 32801.0, 45611.0, 18.0], shoonya_13sOVHR7A1415R, 6495590]
[paragraph, [5649.0, 32819.0, 45611.0, 18.0], shoonya_13sOVHR7A1415R, 6495590]
[paragraph, [5649.0, 32837.0, 45611.0, 18.0], shoonya_13sOVHR7A1415R, 6495590]
[paragraph, [5649.0, 32855.0, 45611.0, 18.0], shoonya_13sOVHR7A1415R, 6495590]
[paragraph, [5649.0, 32873.0, 45611.0, 18.0], shoonya_13sOVHR7A1415R, 6495590]
[paragraph, [5649.0, 32891.0, 45611.0, 18.0], shoonya_13sOVHR7A1415R, 6495590]
[paragraph, [5649.0, 32909.0, 45611.0, 18.0], shoonya_13sOVHR7A1415R, 6495590]
[paragraph, [5649.0, 32927.0, 45611.0, 18.0], shoonya_13sOVHR7A1415R, 6495590]
[paragraph, [5649.0, 32945.0, 45611.0, 18.0], shoonya_13sOVHR7A1415R, 6495590]
[paragraph, [9527.0, 36405.0, 45624.0, 18.0], shoonya_10sYKCXFAWJA12, 6495590]
[paragraph, [9527.0, 36423.0, 45624.0, 18.0], shoonya_10sYKCXFAWJA12, 6495590]
[paragraph, [9527.0, 36441.0, 45624.0, 18.0], shoonya_10sYKCXFAWJA12, 6495590]
[paragraph, [9527.0, 36459.0, 45624.0, 18.0], shoonya_10sYKCXFAWJA12, 6495590]
[paragraph, [9527.0, 36477.0, 45624.0, 18.0], shoonya_10sYKCXFAWJA12, 6495590]
[paragraph, [9527.0, 36495.0, 45624.0, 18.0], shoonya_10sYKCXFAWJA12, 6495590]
[paragraph, [9527.0, 36513.0, 45624.0, 18.0], shoonya_10sYKCXFAWJA12, 6495590]
[paragraph, [9527.0, 36531.0, 45624.0, 18.0], shoonya_10sYKCXFAWJA12, 6495590]
[paragraph, [9527.0, 36549.0, 45624.0, 18.0], shoonya_10sYKCXFAWJA12, 6495590]
[paragraph, [9527.0, 36567.0, 45624.0, 18.0], shoonya_10sYKCXFAWJA12, 6495590]
[paragraph, [9527.0, 36585.0, 45624.0, 18.0], shoonya_10sYKCXFAWJA12, 6495590]
[paragraph, [9527.0, 36603.0, 45624.0, 18.0], shoonya_10sYKCXFAWJA12, 6495590]
[paragraph, [9527.0, 36621.0, 45624.0, 18.0], shoonya_10sYKCXFAWJA12, 6495590]
[paragraph, [9527.0, 36639.0, 45624.0, 18.0], shoonya_10sYKCXFAWJA12, 6495590]
[paragraph, [9527.0, 36657.0, 45624.0, 18.0], shoonya_10sYKCXFAWJA12, 6495590]
[paragraph, [9527.0, 36675.0, 45624.0, 18.0], shoonya_10sYKCXFAWJA12, 6495590]
[paragraph, [9527.0, 36693.0, 45624.0, 18.0], shoonya_10sYKCXFAWJA12, 6495590]
[paragraph, [9527.0, 36711.0, 45624.0, 18.0], shoonya_10sYKCXFAWJA12, 6495590]
[paragraph, [9527.0, 36729.0, 45624.0, 18.0], shoonya_10sYKCXFAWJA12, 6495590]
[paragraph, [9527.0, 36747.0, 45624.0, 18.0], shoonya_10sYKCXFAWJA12, 6495590]
[paragraph, [9527.0, 36765.0, 45624.0, 18.0], shoonya_10sYKCXFAWJA12, 6495590]
[paragraph, [9527.0, 36783.0, 45624.0, 18.0], shoonya_10sYKCXFAWJA12, 6495590]
[paragraph, [9527.0, 36801.0, 45624.0, 18.0], shoonya_10sYKCXFAWJA12, 6495590]
[paragraph, [9527.0, 36819.0, 45624.0, 18.0], shoonya_10sYKCXFAWJA12, 6495590]
[paragraph, [9527.0, 36837.0, 45624.0, 18.0], shoonya_10sYKCXFAWJA12, 6495590]
[paragraph, [9527.0, 36855.0, 45624.0, 18.0], shoonya_10sYKCXFAWJA12, 6495590]
[paragraph, [9527.0, 36873.0, 45624.0, 18.0], shoonya_10sYKCXFAWJA12, 6495590]
[paragraph, [9527.0, 36891.0, 45624.0, 18.0], shoonya_10sYKCXFAWJA12, 6495590]
[paragraph, [9527.0, 36909.0, 45624.0, 18.0], shoonya_10sYKCXFAWJA12, 6495590]
[paragraph, [9527.0, 36927.0, 45624.0, 18.0], shoonya_10sYKCXFAWJA12, 6495590]
[paragraph, [9527.0, 36945.0, 45624.0, 18.0], shoonya_10sYKCXFAWJA12, 6495590]
[paragraph, [9527.0, 36963.0, 45624.0, 18.0], shoonya_10sYKCXFAWJA12, 6495590]
[paragraph, [9527.0, 36981.0, 45624.0, 18.0], shoonya_10sYKCXFAWJA12, 6495590]
[paragraph, [9527.0, 36999.0, 45624.0, 18.0], shoonya_10sYKCXFAWJA12, 6495590]
[paragraph, [9527.0, 37017.0, 45624.0, 18.0], shoonya_10sYKCXFAWJA12, 6495590]
[paragraph, [9527.0, 37035.0, 45624.0, 18.0], shoonya_10sYKCXFAWJA12, 6495590]
[paragraph, [9527.0, 37053.0, 45624.0, 18.0], shoonya_10sYKCXFAWJA12, 6495590]
[paragraph, [9527.0, 37071.0, 45624.0, 18.0], shoonya_10sYKCXFAWJA12, 6495590]
[paragraph, [9527.0, 37089.0, 45624.0, 18.0], shoonya_10sYKCXFAWJA12, 6495590]
[paragraph, [9527.0, 37107.0, 45624.0, 18.0], shoonya_10sYKCXFAWJA12, 6495590]
[paragraph, [9527.0, 37125.0, 45624.0, 18.0], shoonya_10sYKCXFAWJA12, 6495590]
[paragraph, [9527.0, 37143.0, 45624.0, 18.0], shoonya_10sYKCXFAWJA12, 6495590]
[paragraph, [9527.0, 37161.0, 45624.0, 18.0], shoonya_10sYKCXFAWJA12, 6495590]
[paragraph, [9527.0, 37179.0, 45624.0, 18.0], shoonya_10sYKCXFAWJA12, 6495590]
[paragraph, [9527.0, 37197.0, 45624.0, 18.0], shoonya_10sYKCXFAWJA12, 6495590]
[paragraph, [9527.0, 37215.0, 45624.0, 18.0], shoonya_10sYKCXFAWJA12, 6495590]
[paragraph, [9527.0, 37233.0, 45624.0, 18.0], shoonya_10sYKCXFAWJA12, 6495590]
[paragraph, [9527.0, 37251.0, 45624.0, 18.0], shoonya_10sYKCXFAWJA12, 6495590]
[paragraph, [9527.0, 37269.0, 45624.0, 18.0], shoonya_10sYKCXFAWJA12, 6495590]
[paragraph, [9527.0, 37287.0, 45624.0, 18.0], shoonya_10sYKCXFAWJA12, 6495590]
[paragraph, [9527.0, 37305.0, 45624.0, 18.0], shoonya_10sYKCXFAWJA12, 6495590]
[paragraph, [9527.0, 37323.0, 45624.0, 18.0], shoonya_10sYKCXFAWJA12, 6495590]
[paragraph, [9527.0, 37341.0, 45624.0, 18.0], shoonya_10sYKCXFAWJA12, 6495590]
[paragraph, [9527.0, 37359.0, 45624.0, 18.0], shoonya_10sYKCXFAWJA12, 6495590]
[paragraph, [9527.0, 37377.0, 45624.0, 18.0], shoonya_10sYKCXFAWJA12, 6495590]
[paragraph, [9527.0, 37395.0, 45624.0, 18.0], shoonya_10sYKCXFAWJA12, 6495590]
[paragraph, [9527.0, 37413.0, 45624.0, 18.0], shoonya_10sYKCXFAWJA12, 6495590]
[paragraph, [9527.0, 37431.0, 45624.0, 18.0], shoonya_10sYKCXFAWJA12, 6495590]
[paragraph, [9527.0, 37449.0, 45624.0, 18.0], shoonya_10sYKCXFAWJA12, 6495590]
[paragraph, [9527.0, 37467.0, 45624.0, 18.0], shoonya_10sYKCXFAWJA12, 6495590]
[paragraph, [9527.0, 37485.0, 45624.0, 18.0], shoonya_10sYKCXFAWJA12, 6495590]
[paragraph, [9527.0, 37503.0, 45624.0, 18.0], shoonya_10sYKCXFAWJA12, 6495590]
[paragraph, [9527.0, 37521.0, 45624.0, 18.0], shoonya_10sYKCXFAWJA12, 6495590]
[paragraph, [9527.0, 37539.0, 45624.0, 18.0], shoonya_10sYKCXFAWJA12, 6495590]
[paragraph, [5604.0, 40889.0, 10138.0, 18.0], shoonya_14sMUDEB2RK3Q4, 6495590]
[paragraph, [5604.0, 40907.0, 10138.0, 18.0], shoonya_14sMUDEB2RK3Q4, 6495590]
[paragraph, [5604.0, 40925.0, 10138.0, 18.0], shoonya_14sMUDEB2RK3Q4, 6495590]
[paragraph, [5604.0, 40943.0, 10138.0, 18.0], shoonya_14sMUDEB2RK3Q4, 6495590]
[paragraph, [5604.0, 40961.0, 10138.0, 18.0], shoonya_14sMUDEB2RK3Q4, 6495590]
[paragraph, [5604.0, 40979.0, 10138.0, 18.0], shoonya_14sMUDEB2RK3Q4, 6495590]
[paragraph, [5604.0, 40997.0, 10138.0, 18.0], shoonya_14sMUDEB2RK3Q4, 6495590]
[paragraph, [5604.0, 41015.0, 10138.0, 18.0], shoonya_14sMUDEB2RK3Q4, 6495590]
[paragraph, [5604.0, 41033.0, 10138.0, 18.0], shoonya_14sMUDEB2RK3Q4, 6495590]
[paragraph, [5604.0, 41051.0, 10138.0, 18.0], shoonya_14sMUDEB2RK3Q4, 6495590]
